57,107
57,108
57,109
57,110
57,111
57,112
57,113
57,114
57,115
57,116
57,117
57,118
57,119
57,120
57,121
57,122
57,123
57,124
57,125
57,126
57,127
57,128
57,129
57,130
57,131
57,132
57,133
57,134
57,135
57,136
57,137
57,138
57,139
57,140
57,141
57,142
57,143
57,144
57,145
57,146
57,147
57,148
57,149
57,150
57,151
57,152
57,153
57,154
57,155
57,156
57,157
57,158
57,159
57,160
57,161
57,162
57,163
57,164
57,165
57,166
57,167
57,168
57,169
57,170
57,171
57,172
57,173
57,174
57,175
57,176
57,177
57,178
57,179
57,180
57,181
57,182
57,183
57,184
57,185
57,186
57,187
57,188
57,189
57,190
57,191
57,192
57,193
57,194
57,195
57,196
57,197
57,198
57,199
57,200
57,201
57,202
57,203
57,204
57,205
57,206
57,207
57,208
57,209
57,210
57,211
57,212
57,213
57,214
57,215
57,216
57,217
57,218
57,219
57,220
57,221
57,222
57,223
57,224
57,225
57,226
57,227
57,228
57,229
57,230
57,231
57,232
57,233
57,234
57,235
57,236
57,237
57,238
57,239
58,239
59,239
60,239
61,239
62,239
63,239
64,239
65,239
66,239
67,239
68,239
69,239
70,239
71,239
72,239
73,239
74,239
75,239
76,239
77,239
78,239
79,239
80,239
81,239
81,238
81,237
81,236
81,235
81,234
81,233
81,232
81,231
81,230
81,229
81,228
81,227
81,226
81,225
81,224
81,223
81,222
81,221
81,220
81,219
81,218
81,217
81,216
81,215
81,214
81,213
81,212
81,211
81,210
81,209
81,208
81,207
81,206
81,205
81,204
81,203
81,202
81,201
81,200
81,199
81,198
81,197
81,196
81,195
81,194
81,193
81,192
81,191
81,190
81,189
81,188
81,187
81,186
81,185
81,184
81,183
81,182
81,181
81,180
81,179
81,178
81,177
81,176
81,175
81,174
81,173
81,172
81,171
81,170
81,169
81,168
81,167
81,166
81,165
81,164
81,163
81,162
81,161
81,160
81,159
81,158
81,157
81,156
81,155
81,154
81,153
81,152
81,151
81,150
82,149
83,148
84,147
85,146
86,145
86,144
87,143
88,142
89,141
90,140
91,139
92,138
93,137
94,136
95,135
96,135
97,134
98,133
99,132
100,131
101,131
102,130
103,130
104,129
105,128
106,128
107,127
108,127
109,126
110,126
111,126
112,125
113,125
114,125
115,124
116,124
117,124
118,124
119,124
120,124
121,124
122,124
123,124
124,124
125,125
126,125
127,125
128,126
129,126
130,127
131,128
132,129
133,130
134,131
135,132
135,133
136,134
136,135
136,136
137,137
137,138
137,139
137,140
138,141
138,142
138,143
138,144
138,145
138,146
138,147
138,148
138,149
138,150
138,151
138,152
138,153
138,154
138,155
138,156
138,157
138,158
138,159
138,160
138,161
138,162
138,163
138,164
138,165
138,166
138,167
138,168
138,169
138,170
138,171
138,172
138,173
138,174
138,175
138,176
138,177
138,178
138,179
138,180
138,181
138,182
138,183
138,184
138,185
138,186
138,187
138,188
138,189
138,190
138,191
138,192
138,193
138,194
138,195
138,196
138,197
138,198
138,199
138,200
138,201
138,202
138,203
138,204
138,205
138,206
138,207
138,208
138,209
138,210
138,211
138,212
138,213
138,214
138,215
138,216
138,217
138,218
138,219
138,220
138,221
138,222
138,223
138,224
138,225
138,226
138,227
138,228
138,229
138,230
138,231
138,232
138,233
138,234
138,235
138,236
138,237
138,238
138,239
139,239
140,239
141,239
142,239
143,239
144,239
145,239
146,239
147,239
148,239
149,239
150,239
151,239
152,239
153,239
154,239
155,239
156,239
157,239
158,239
159,239
160,239
161,239
162,239
162,238
162,237
162,236
162,235
162,234
162,233
162,232
162,231
162,230
162,229
162,228
162,227
162,226
162,225
162,224
162,223
162,222
162,221
162,220
162,219
162,218
162,217
162,216
162,215
162,214
162,213
162,212
162,211
162,210
162,209
162,208
162,207
162,206
162,205
162,204
162,203
162,202
162,201
162,200
162,199
162,198
162,197
162,196
162,195
162,194
162,193
162,192
162,191
162,190
162,189
162,188
162,187
162,186
162,185
162,184
162,183
162,182
162,181
162,180
162,179
162,178
162,177
162,176
162,175
162,174
162,173
162,172
162,171
162,170
162,169
162,168
162,167
162,166
162,165
162,164
162,163
162,162
162,161
162,160
162,159
162,158
162,157
162,156
162,155
162,154
162,153
162,152
162,151
163,150
164,149
164,148
165,147
166,146
167,145
168,144
169,143
170,142
171,141
172,140
173,139
174,138
175,137
176,136
177,135
178,134
179,133
180,133
181,132
182,131
183,131
184,130
185,129
186,129
187,128
188,128
189,127
190,127
191,126
192,126
193,125
194,125
195,125
196,125
197,124
198,124
199,124
200,124
201,124
202,124
203,124
204,124
205,124
206,125
207,125
208,125
209,126
210,126
211,127
212,127
213,128
214,129
215,130
215,131
216,132
216,133
217,134
217,135
218,136
218,137
218,138
